CBSA,CBSA Code,Date,AQI,Category,Parameter
"Houma-Thibodaux, LA",26380,6/29/2023,56,Moderate,PM2.5
"Huntsville, AL",26620,6/29/2023,59,Moderate,PM2.5
"Jackson, MS",27140,6/29/2023,57,Moderate,PM2.5
"Jackson, TN",27180,6/29/2023,56,Moderate,PM2.5
"Jasper, IN",27540,6/29/2023,73,Moderate,PM2.5
"Lake City, FL",29380,6/29/2023,82,Moderate,PM2.5
"Lawrenceburg, TN",29980,6/29/2023,56,Moderate,PM2.5
"Little Rock-North Little Rock-Conway, AR",30780,6/29/2023,68,Moderate,PM2.5
"Macon, GA",31420,6/29/2023,80,Moderate,PM2.5
"Memphis, TN-MS-AR",32820,6/29/2023,57,Moderate,PM2.5
"Minot, ND",33500,6/29/2023,84,Moderate,PM2.5
"Mobile, AL",33660,6/29/2023,66,Moderate,PM2.5
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,6/29/2023,83,Moderate,PM2.5
"New Haven-Milford, CT",35300,6/29/2023,71,Moderate,PM2.5
"New Orleans-Metairie, LA",35380,6/29/2023,56,Moderate,PM2.5
"Norwich-New London, CT",35980,6/29/2023,57,Moderate,PM2.5
"Ocala, FL",36100,6/29/2023,52,Moderate,PM2.5
"Owensboro, KY",36980,6/29/2023,80,Moderate,PM2.5
"Panama City, FL",37460,6/29/2023,64,Moderate,PM2.5
"Pensacola-Ferry Pass-Brent, FL",37860,6/29/2023,72,Moderate,PM2.5
"Pittsfield, MA",38340,6/29/2023,79,Moderate,PM2.5
"Portland-South Portland, ME",38860,6/29/2023,61,Moderate,PM2.5
"Rochester, MN",40340,6/29/2023,91,Moderate,PM2.5
"Rocky Mount, NC",40580,6/29/2023,99,Moderate,PM2.5
"Rutland, VT",40860,6/29/2023,59,Moderate,PM2.5
"San Antonio-New Braunfels, TX",41700,6/29/2023,51,Moderate,PM2.5
"Savannah, GA",42340,6/29/2023,67,Moderate,PM2.5
"Shreveport-Bossier City, LA",43340,6/29/2023,54,Moderate,PM2.5
"Springfield, MA",44140,6/29/2023,56,Moderate,PM2.5
"St. Cloud, MN",41060,6/29/2023,82,Moderate,PM2.5
"St. Joseph, MO-KS",41140,6/29/2023,52,Moderate,PM2.5
"St. Louis, MO-IL",41180,6/29/2023,77,Moderate,PM2.5
"Tallahassee, FL",45220,6/29/2023,66,Moderate,PM2.5
"Terre Haute, IN",45460,6/29/2023,86,Moderate,PM2.5
"Texarkana, TX-AR",45500,6/29/2023,54,Moderate,PM2.5
"Torrington, CT",45860,6/29/2023,87,Moderate,PM2.5
"Valdosta, GA",46660,6/29/2023,70,Moderate,PM2.5
"Warner Robins, GA",47580,6/29/2023,70,Moderate,PM2.5
"Wilmington, NC",48900,6/29/2023,73,Moderate,PM2.5
"Worcester, MA-CT",49340,6/29/2023,54,Moderate,PM2.5
"Aberdeen, SD",10100,6/29/2023,27,Good,PM2.5
"Aberdeen, WA",10140,6/29/2023,7,Good,PM2.5
"Albany, OR",10540,6/29/2023,18,Good,PM2.5
"Alexandria, LA",10780,6/29/2023,38,Good,PM2.5
"Beatrice, NE",13100,6/29/2023,7,Good,PM2.5
"Beaumont-Port Arthur, TX",13140,6/29/2023,33,Good,PM2.5
"Bend-Redmond, OR",13460,6/29/2023,20,Good,PM2.5
"Billings, MT",13740,6/29/2023,13,Good,PM2.5
"Bozeman, MT",14580,6/29/2023,16,Good,PM2.5
"Bremerton-Silverdale, WA",14740,6/29/2023,9,Good,PM2.5
"Brownsville-Harlingen, TX",15180,6/29/2023,42,Good,PM2.5
"Butte-Silver Bow, MT",15580,6/29/2023,23,Good,PM2.5
"Centralia, WA",16500,6/29/2023,3,Good,PM2.5
"Claremont-Lebanon, NH-VT",17200,6/29/2023,29,Good,PM2.5
"Clearlake, CA",17340,6/29/2023,23,Good,PM2.5
"Coeur d'Alene, ID",17660,6/29/2023,24,Good,PM2.5
"College Station-Bryan, TX",17780,6/29/2023,27,Good,PM2.5
"Corpus Christi, TX",18580,6/29/2023,47,Good,PM2.5
"Corsicana, TX",18620,6/29/2023,38,Good,PM2.5
"Crescent City, CA",18860,6/29/2023,15,Good,PM2.5
"Dickinson, ND",19860,6/29/2023,49,Good,PM2.5
"Ellensburg, WA",21260,6/29/2023,23,Good,PM2.5
"Fort Smith, AR-OK",22900,6/29/2023,35,Good,PM2.5
"Gardnerville Ranchos, NV",23820,6/29/2023,15,Good,PM2.5
"Grand Island, NE",24260,6/29/2023,30,Good,PM2.5
"Grants Pass, OR",24420,6/29/2023,22,Good,PM2.5
"Great Falls, MT",24500,6/29/2023,44,Good,PM2.5
"Hammond, LA",25220,6/29/2023,48,Good,PM2.5
"Havre, MT",25660,6/29/2023,35,Good,PM2.5
"Hilo, HI",25900,6/29/2023,18,Good,PM2.5
"Juneau, AK",27940,6/29/2023,7,Good,PM2.5
"Kahului-Wailuku-Lahaina, HI",27980,6/29/2023,13,Good,PM2.5
"Keene, NH",28300,6/29/2023,46,Good,PM2.5
"Kingsville, TX",28780,6/29/2023,34,Good,PM2.5
"Klamath Falls, OR",28900,6/29/2023,28,Good,PM2.5
"La Grande, OR",29260,6/29/2023,27,Good,PM2.5
"Lewiston, ID-WA",30300,6/29/2023,39,Good,PM2.5
"Longview, WA",31020,6/29/2023,3,Good,PM2.5
"Lubbock, TX",31180,6/29/2023,26,Good,PM2.5
"McAllen-Edinburg-Mission, TX",32580,6/29/2023,30,Good,PM2.5
"Modesto, CA",33700,6/29/2023,30,Good,PM2.5
"Monroe, LA",33740,6/29/2023,40,Good,PM2.5
"Moscow, ID",34140,6/29/2023,11,Good,PM2.5
"Moses Lake, WA",34180,6/29/2023,28,Good,PM2.5
"Mount Vernon, IL",34500,6/29/2023,47,Good,PM2.5
"Naples-Immokalee-Marco Island, FL",34940,6/29/2023,37,Good,PM2.5
"Nogales, AZ",35700,6/29/2023,30,Good,PM2.5
"North Port-Sarasota-Bradenton, FL",35840,6/29/2023,46,Good,PM2.5
"Odessa, TX",36220,6/29/2023,34,Good,PM2.5
"Othello, WA",36830,6/29/2023,24,Good,PM2.5
"Paducah, KY-IL",37140,6/29/2023,46,Good,PM2.5
"Pierre, SD",38180,6/29/2023,15,Good,PM2.5
"Ponca City, OK",38620,6/29/2023,45,Good,PM2.5
"Prineville, OR",39260,6/29/2023,23,Good,PM2.5
"Pullman, WA",39420,6/29/2023,28,Good,PM2.5
"San Juan-Carolina-Caguas, PR",41980,6/29/2023,16,Good,PM2.5
"Sandpoint, ID",41760,6/29/2023,22,Good,PM2.5
"Santa Fe, NM",42140,6/29/2023,48,Good,PM2.5
"Scottsbluff, NE",42420,6/29/2023,9,Good,PM2.5
"Shelton, WA",43220,6/29/2023,4,Good,PM2.5
"Sioux City, IA-NE-SD",43580,6/29/2023,41,Good,PM2.5
"Taos, NM",45340,6/29/2023,20,Good,PM2.5
"The Dalles, OR",45520,6/29/2023,20,Good,PM2.5
"Twin Falls, ID",46300,6/29/2023,17,Good,PM2.5
"Watertown, SD",47980,6/29/2023,50,Good,PM2.5
"Wenatchee, WA",48300,6/29/2023,31,Good,PM2.5
"Yakima, WA",49420,6/29/2023,32,Good,PM2.5
"Adrian, MI",10300,6/28/2023,229,Very Unhealthy,PM2.5
"Akron, OH",10420,6/28/2023,205,Very Unhealthy,PM2.5
"Baraboo, WI",12660,6/28/2023,246,Very Unhealthy,PM2.5
"Bloomington, IL",14010,6/28/2023,264,Very Unhealthy,PM2.5
"Bloomington, IN",14020,6/28/2023,205,Very Unhealthy,PM2.5
"Canton-Massillon, OH",15940,6/28/2023,258,Very Unhealthy,PM2.5
"Champaign-Urbana, IL",16580,6/28/2023,252,Very Unhealthy,PM2.5
"Chicago-Naperville-Elgin, IL-IN-WI",16980,6/28/2023,221,Very Unhealthy,PM2.5
"Cleveland-Elyria, OH",17460,6/28/2023,260,Very Unhealthy,PM2.5
"Clinton, IA",17540,6/28/2023,210,Very Unhealthy,PM2.5
"Davenport-Moline-Rock Island, IA-IL",19340,6/28/2023,207,Very Unhealthy,PM2.5
"Decatur, IL",19500,6/28/2023,262,Very Unhealthy,PM2.5
"Indianapolis-Carmel-Anderson, IN",26900,6/28/2023,234,Very Unhealthy,PM2.5
"Madison, WI",31540,6/28/2023,243,Very Unhealthy,PM2.5
"Pittsburgh, PA",38300,6/28/2023,211,Very Unhealthy,PM2.5
"Rockford, IL",40420,6/28/2023,218,Very Unhealthy,PM2.5
"Springfield, IL",44100,6/28/2023,222,Very Unhealthy,PM2.5
"Terre Haute, IN",45460,6/28/2023,207,Very Unhealthy,PM2.5
"Weirton-Steubenville, WV-OH",48260,6/28/2023,204,Very Unhealthy,PM2.5
"Youngstown-Warren-Boardman, OH-PA",49660,6/28/2023,202,Very Unhealthy,PM2.5
"Birmingham-Hoover, AL",13820,6/28/2023,142,Unhealthy for Sensitive Groups,PM2.5
"Charlottesville, VA",16820,6/28/2023,117,Unhealthy for Sensitive Groups,PM2.5
"Clarksville, TN-KY",17300,6/28/2023,104,Unhealthy for Sensitive Groups,PM2.5
"Cookeville, TN",18260,6/28/2023,109,Unhealthy for Sensitive Groups,PM2.5
"Gettysburg, PA",23900,6/28/2023,140,Unhealthy for Sensitive Groups,PM2.5
"Hagerstown-Martinsburg, MD-WV",25180,6/28/2023,126,Unhealthy for Sensitive Groups,PM2.5
"Harrisburg-Carlisle, PA",25420,6/28/2023,144,Unhealthy for Sensitive Groups,PM2.5
"Lancaster, PA",29540,6/28/2023,125,Unhealthy for Sensitive Groups,PM2.5
"Lebanon, PA",30140,6/28/2023,117,Unhealthy for Sensitive Groups,PM2.5
"Marshall, MN",32140,6/28/2023,112,Unhealthy for Sensitive Groups,PM2.5
"Middlesborough, KY",33180,6/28/2023,112,Unhealthy for Sensitive Groups,PM2.5
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,6/28/2023,105,Unhealthy for Sensitive Groups,PM2.5
"Roanoke, VA",40220,6/28/2023,144,Unhealthy for Sensitive Groups,PM2.5
"Somerset, KY",43700,6/28/2023,107,Unhealthy for Sensitive Groups,PM2.5
"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,6/28/2023,131,Unhealthy for Sensitive Groups,PM2.5
"York-Hanover, PA",49620,6/28/2023,116,Unhealthy for Sensitive Groups,PM2.5
"Altoona, PA",11020,6/28/2023,166,Unhealthy,PM2.5
"Ann Arbor, MI",11460,6/28/2023,196,Unhealthy,PM2.5
"Appleton, WI",11540,6/28/2023,177,Unhealthy,PM2.5
"Bay City, MI",13020,6/28/2023,155,Unhealthy,PM2.5
"Beaver Dam, WI",13180,6/28/2023,191,Unhealthy,PM2.5
"Bowling Green, KY",14540,6/28/2023,154,Unhealthy,PM2.5
"Buffalo-Cheektowaga-Niagara Falls, NY",15380,6/28/2023,164,Unhealthy,PM2.5
"Cedar Rapids, IA",16300,6/28/2023,190,Unhealthy,PM2.5
"Cincinnati, OH-KY-IN",17140,6/28/2023,185,Unhealthy,PM2.5
"Columbus, IN",18020,6/28/2023,194,Unhealthy,PM2.5
"Columbus, OH",18140,6/28/2023,192,Unhealthy,PM2.5
"Corning, NY",18500,6/28/2023,155,Unhealthy,PM2.5
"Dayton, OH",19380,6/28/2023,189,Unhealthy,PM2.5
"Des Moines-West Des Moines, IA",19780,6/28/2023,162,Unhealthy,PM2.5
"Detroit-Warren-Dearborn, MI",19820,6/28/2023,200,Unhealthy,PM2.5
"Eau Claire, WI",20740,6/28/2023,161,Unhealthy,PM2.5
"Elizabethtown-Fort Knox, KY",21060,6/28/2023,151,Unhealthy,PM2.5
"Elkhart-Goshen, IN",21140,6/28/2023,166,Unhealthy,PM2.5
"Erie, PA",21500,6/28/2023,173,Unhealthy,PM2.5
"Evansville, IN-KY",21780,6/28/2023,172,Unhealthy,PM2.5
"Flint, MI",22420,6/28/2023,161,Unhealthy,PM2.5
"Fort Wayne, IN",23060,6/28/2023,186,Unhealthy,PM2.5
"Grand Rapids-Wyoming, MI",24340,6/28/2023,184,Unhealthy,PM2.5
"Green Bay, WI",24580,6/28/2023,171,Unhealthy,PM2.5
"Holland, MI",26090,6/28/2023,181,Unhealthy,PM2.5
"Huntington-Ashland, WV-KY-OH",26580,6/28/2023,157,Unhealthy,PM2.5
"Indiana, PA",26860,6/28/2023,178,Unhealthy,PM2.5
"Iowa City, IA",26980,6/28/2023,192,Unhealthy,PM2.5
"Johnstown, PA",27780,6/28/2023,169,Unhealthy,PM2.5
"Kalamazoo-Portage, MI",28020,6/28/2023,182,Unhealthy,PM2.5
"Kokomo, IN",29020,6/28/2023,186,Unhealthy,PM2.5
"La Crosse-Onalaska, WI-MN",29100,6/28/2023,173,Unhealthy,PM2.5
"Lafayette-West Lafayette, IN",29200,6/28/2023,190,Unhealthy,PM2.5
"Lansing-East Lansing, MI",29620,6/28/2023,173,Unhealthy,PM2.5
"Lexington-Fayette, KY",30460,6/28/2023,163,Unhealthy,PM2.5
"Lima, OH",30620,6/28/2023,183,Unhealthy,PM2.5
"Milwaukee-Waukesha-West Allis, WI",33340,6/28/2023,198,Unhealthy,PM2.5
"Minneapolis-St. Paul-Bloomington, MN-WI",33460,6/28/2023,157,Unhealthy,PM2.5
"Mount Vernon, IL",34500,6/28/2023,156,Unhealthy,PM2.5
"Muscatine, IA",34700,6/28/2023,190,Unhealthy,PM2.5
"New Castle, IN",35220,6/28/2023,178,Unhealthy,PM2.5
"Owensboro, KY",36980,6/28/2023,165,Unhealthy,PM2.5
"Platteville, WI",38420,6/28/2023,198,Unhealthy,PM2.5
"Portsmouth, OH",39020,6/28/2023,166,Unhealthy,PM2.5
"Rochester, MN",40340,6/28/2023,163,Unhealthy,PM2.5
"Rochester, NY",40380,6/28/2023,166,Unhealthy,PM2.5
"South Bend-Mishawaka, IN-MI",43780,6/28/2023,182,Unhealthy,PM2.5
"Springfield, OH",44220,6/28/2023,184,Unhealthy,PM2.5
"St. Cloud, MN",41060,6/28/2023,154,Unhealthy,PM2.5
"St. Louis, MO-IL",41180,6/28/2023,162,Unhealthy,PM2.5
"State College, PA",44300,6/28/2023,156,Unhealthy,PM2.5
"Toledo, OH",45780,6/28/2023,179,Unhealthy,PM2.5
"Waterloo-Cedar Falls, IA",47940,6/28/2023,177,Unhealthy,PM2.5
"Wheeling, WV-OH",48540,6/28/2023,194,Unhealthy,PM2.5
"Winchester, VA-WV",49020,6/28/2023,151,Unhealthy,PM2.5
"Albany, GA",10500,6/28/2023,68,Moderate,PM2.5
"Allentown-Bethlehem-Easton, PA-NJ",10900,6/28/2023,75,Moderate,PM2.5
"Athens, TN",11940,6/28/2023,95,Moderate,PM2.5
"Atlantic City-Hammonton, NJ",12100,6/28/2023,63,Moderate,PM2.5
"Augusta-Richmond County, GA-SC",12260,6/28/2023,65,Moderate,PM2.5
"Baltimore-Columbia-Towson, MD",12580,6/28/2023,97,Moderate,PM2.5
"Baton Rouge, LA",12940,6/28/2023,54,Moderate,PM2.5
"Bemidji, MN",13420,6/28/2023,68,Moderate,PM2.5
"Bismarck, ND",13900,6/28/2023,52,Moderate,PM2.5
"Brainerd, MN",14660,6/28/2023,95,Moderate,PM2.5
"Brookings, SD",15100,6/28/2023,74,Moderate,PM2.5
"Cadillac, MI",15620,6/28/2023,99,Moderate,PM2.5
"Cambridge, MD",15700,6/28/2023,80,Moderate,PM2.5
"Charleston-North Charleston, SC",16700,6/28/2023,73,Moderate,PM2.5
"Chattanooga, TN-GA",16860,6/28/2023,95,Moderate,PM2.5
"Columbia, SC",17900,6/28/2023,70,Moderate,PM2.5
"Columbus, GA-AL",17980,6/28/2023,67,Moderate,PM2.5
"Daphne-Fairhope-Foley, AL",19300,6/28/2023,58,Moderate,PM2.5
"Duluth, MN-WI",20260,6/28/2023,73,Moderate,PM2.5
"Durham-Chapel Hill, NC",20500,6/28/2023,79,Moderate,PM2.5
"El Paso, TX",21340,6/28/2023,79,Moderate,PM2.5
"Fargo, ND-MN",22020,6/28/2023,67,Moderate,PM2.5
"Fayetteville, NC",22180,6/28/2023,66,Moderate,PM2.5
"Florence, SC",22500,6/28/2023,78,Moderate,PM2.5
"Gainesville, GA",23580,6/28/2023,80,Moderate,PM2.5
"Greensboro-High Point, NC",24660,6/28/2023,91,Moderate,PM2.5
"Greenville, NC",24780,6/28/2023,71,Moderate,PM2.5
"Hickory-Lenoir-Morganton, NC",25860,6/28/2023,71,Moderate,PM2.5
"Houma-Thibodaux, LA",26380,6/28/2023,62,Moderate,PM2.5
"Jackson, TN",27180,6/28/2023,53,Moderate,PM2.5
"Kingsport-Bristol-Bristol, TN-VA",28700,6/28/2023,84,Moderate,PM2.5
"Lake City, FL",29380,6/28/2023,59,Moderate,PM2.5
"Little Rock-North Little Rock-Conway, AR",30780,6/28/2023,67,Moderate,PM2.5
"Macon, GA",31420,6/28/2023,70,Moderate,PM2.5
"Mobile, AL",33660,6/28/2023,57,Moderate,PM2.5
"Montgomery, AL",33860,6/28/2023,70,Moderate,PM2.5
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",34820,6/28/2023,66,Moderate,PM2.5
"Raleigh, NC",39580,6/28/2023,84,Moderate,PM2.5
"Reading, PA",39740,6/28/2023,89,Moderate,PM2.5
"Richmond, VA",40060,6/28/2023,86,Moderate,PM2.5
"Roanoke Rapids, NC",40260,6/28/2023,73,Moderate,PM2.5
"Rocky Mount, NC",40580,6/28/2023,67,Moderate,PM2.5
"Rome, GA",40660,6/28/2023,67,Moderate,PM2.5
"Savannah, GA",42340,6/28/2023,73,Moderate,PM2.5
"Scranton--Wilkes-Barre--Hazleton, PA",42540,6/28/2023,79,Moderate,PM2.5
"Shreveport-Bossier City, LA",43340,6/28/2023,57,Moderate,PM2.5
"Spartanburg, SC",43900,6/28/2023,71,Moderate,PM2.5
"Springfield, MO",44180,6/28/2023,52,Moderate,PM2.5
"Syracuse, NY",45060,6/28/2023,97,Moderate,PM2.5
"Tallahassee, FL",45220,6/28/2023,55,Moderate,PM2.5
"Texarkana, TX-AR",45500,6/28/2023,52,Moderate,PM2.5
"Topeka, KS",45820,6/28/2023,52,Moderate,PM2.5
"Trenton, NJ",45940,6/28/2023,64,Moderate,PM2.5
"Utica-Rome, NY",46540,6/28/2023,67,Moderate,PM2.5
"Valdosta, GA",46660,6/28/2023,62,Moderate,PM2.5
"Vineland-Bridgeton, NJ",47220,6/28/2023,67,Moderate,PM2.5
"Virginia Beach-Norfolk-Newport News, VA-NC",47260,6/28/2023,59,Moderate,PM2.5
"Warner Robins, GA",47580,6/28/2023,64,Moderate,PM2.5
"Watertown, SD",47980,6/28/2023,69,Moderate,PM2.5
"Wilmington, NC",48900,6/28/2023,75,Moderate,PM2.5
"Winston-Salem, NC",49180,6/28/2023,98,Moderate,PM2.5
"Aberdeen, SD",10100,6/28/2023,34,Good,PM2.5
"Aberdeen, WA",10140,6/28/2023,8,Good,PM2.5
"Albany, OR",10540,6/28/2023,15,Good,PM2.5
"Albany-Schenectady-Troy, NY",10580,6/28/2023,49,Good,PM2.5
"Amarillo, TX",11100,6/28/2023,49,Good,PM2.5
"Anchorage, AK",11260,6/28/2023,6,Good,PM2.5
"Austin-Round Rock, TX",12420,6/28/2023,45,Good,PM2.5
"Bakersfield, CA",12540,6/28/2023,40,Good,PM2.5
"Beatrice, NE",13100,6/28/2023,30,Good,PM2.5
"Beaumont-Port Arthur, TX",13140,6/28/2023,30,Good,PM2.5
"Bend-Redmond, OR",13460,6/28/2023,18,Good,PM2.5
"Bennington, VT",13540,6/28/2023,42,Good,PM2.5
"Billings, MT",13740,6/28/2023,1,Good,PM2.5
"Bozeman, MT",14580,6/28/2023,16,Good,PM2.5
"Bremerton-Silverdale, WA",14740,6/28/2023,9,Good,PM2.5
"Brownsville-Harlingen, TX",15180,6/28/2023,37,Good,PM2.5
"Centralia, WA",16500,6/28/2023,5,Good,PM2.5
"Coeur d'Alene, ID",17660,6/28/2023,22,Good,PM2.5
"College Station-Bryan, TX",17780,6/28/2023,30,Good,PM2.5
"Corpus Christi, TX",18580,6/28/2023,38,Good,PM2.5
"Corsicana, TX",18620,6/28/2023,46,Good,PM2.5
"Crescent City, CA",18860,6/28/2023,12,Good,PM2.5
"Deltona-Daytona Beach-Ormond Beach, FL",19660,6/28/2023,43,Good,PM2.5
"Dyersburg, TN",20540,6/28/2023,50,Good,PM2.5
"Ellensburg, WA",21260,6/28/2023,27,Good,PM2.5
"Fort Smith, AR-OK",22900,6/28/2023,44,Good,PM2.5
"Gainesville, FL",23540,6/28/2023,45,Good,PM2.5
"Gardnerville Ranchos, NV",23820,6/28/2023,15,Good,PM2.5
"Grand Island, NE",24260,6/28/2023,44,Good,PM2.5
"Grants Pass, OR",24420,6/28/2023,21,Good,PM2.5
"Great Falls, MT",24500,6/28/2023,30,Good,PM2.5
"Hattiesburg, MS",25620,6/28/2023,33,Good,PM2.5
"Havre, MT",25660,6/28/2023,30,Good,PM2.5
"Hilo, HI",25900,6/28/2023,14,Good,PM2.5
"Homosassa Springs, FL",26140,6/28/2023,41,Good,PM2.5
"Juneau, AK",27940,6/28/2023,11,Good,PM2.5
"Kahului-Wailuku-Lahaina, HI",27980,6/28/2023,12,Good,PM2.5
"Kingsville, TX",28780,6/28/2023,33,Good,PM2.5
"Klamath Falls, OR",28900,6/28/2023,26,Good,PM2.5
"La Grande, OR",29260,6/28/2023,23,Good,PM2.5
"Lakeland-Winter Haven, FL",29460,6/28/2023,36,Good,PM2.5
"Lawrenceburg, TN",29980,6/28/2023,48,Good,PM2.5
"Lewiston, ID-WA",30300,6/28/2023,35,Good,PM2.5
"Longview, WA",31020,6/28/2023,3,Good,PM2.5
"Lubbock, TX",31180,6/28/2023,40,Good,PM2.5
"Marshall, TX",32220,6/28/2023,42,Good,PM2.5
"McAlester, OK",32540,6/28/2023,48,Good,PM2.5
"McAllen-Edinburg-Mission, TX",32580,6/28/2023,28,Good,PM2.5
"Moscow, ID",34140,6/28/2023,17,Good,PM2.5
"Moses Lake, WA",34180,6/28/2023,28,Good,PM2.5
"Naples-Immokalee-Marco Island, FL",34940,6/28/2023,39,Good,PM2.5
"Nogales, AZ",35700,6/28/2023,40,Good,PM2.5
"North Port-Sarasota-Bradenton, FL",35840,6/28/2023,33,Good,PM2.5
"Odessa, TX",36220,6/28/2023,40,Good,PM2.5
"Othello, WA",36830,6/28/2023,21,Good,PM2.5
"Panama City, FL",37460,6/28/2023,43,Good,PM2.5
"Pierre, SD",38180,6/28/2023,3,Good,PM2.5
"Pittsfield, MA",38340,6/28/2023,41,Good,PM2.5
"Ponca City, OK",38620,6/28/2023,48,Good,PM2.5
"Prineville, OR",39260,6/28/2023,23,Good,PM2.5
"Pullman, WA",39420,6/28/2023,25,Good,PM2.5
"San Antonio-New Braunfels, TX",41700,6/28/2023,47,Good,PM2.5
"Sandpoint, ID",41760,6/28/2023,23,Good,PM2.5
"Scottsbluff, NE",42420,6/28/2023,10,Good,PM2.5
"Shelton, WA",43220,6/28/2023,4,Good,PM2.5
"Tampa-St. Petersburg-Clearwater, FL",45300,6/28/2023,34,Good,PM2.5
"Taos, NM",45340,6/28/2023,18,Good,PM2.5
"The Dalles, OR",45520,6/28/2023,19,Good,PM2.5
"Tulsa, OK",46140,6/28/2023,49,Good,PM2.5
"Twin Falls, ID",46300,6/28/2023,15,Good,PM2.5
"Waco, TX",47380,6/28/2023,41,Good,PM2.5
"Wenatchee, WA",48300,6/28/2023,31,Good,PM2.5
"Yakima, WA",49420,6/28/2023,37,Good,PM2.5
"Chicago-Naperville-Elgin, IL-IN-WI",16980,6/27/2023,209,Very Unhealthy,PM2.5
"Grand Rapids-Wyoming, MI",24340,6/27/2023,202,Very Unhealthy,PM2.5
"Indianapolis-Carmel-Anderson, IN",26900,6/27/2023,205,Very Unhealthy,PM2.5
"Milwaukee-Waukesha-West Allis, WI",33340,6/27/2023,245,Very Unhealthy,PM2.5
"Akron, OH",10420,6/27/2023,102,Unhealthy for Sensitive Groups,PM2.5
"Canton-Massillon, OH",15940,6/27/2023,107,Unhealthy for Sensitive Groups,PM2.5
"Columbus, IN",18020,6/27/2023,145,Unhealthy for Sensitive Groups,PM2.5
"Duluth, MN-WI",20260,6/27/2023,143,Unhealthy for Sensitive Groups,PM2.5
"Erie, PA",21500,6/27/2023,137,Unhealthy for Sensitive Groups,PM2.5
"Evansville, IN-KY",21780,6/27/2023,104,Unhealthy for Sensitive Groups,PM2.5
"Huntington-Ashland, WV-KY-OH",26580,6/27/2023,102,Unhealthy for Sensitive Groups,PM2.5
"Louisville/Jefferson County, KY-IN",31140,6/27/2023,105,Unhealthy for Sensitive Groups,PM2.5
"Minneapolis-St. Paul-Bloomington, MN-WI",33460,6/27/2023,135,Unhealthy for Sensitive Groups,PM2.5
"Owensboro, KY",36980,6/27/2023,102,Unhealthy for Sensitive Groups,PM2.5
"Portsmouth, OH",39020,6/27/2023,115,Unhealthy for Sensitive Groups,PM2.5
"Rochester, MN",40340,6/27/2023,123,Unhealthy for Sensitive Groups,PM2.5
"St. Louis, MO-IL",41180,6/27/2023,144,Unhealthy for Sensitive Groups,PM2.5
"Toledo, OH",45780,6/27/2023,144,Unhealthy for Sensitive Groups,PM2.5
"Youngstown-Warren-Boardman, OH-PA",49660,6/27/2023,109,Unhealthy for Sensitive Groups,PM2.5
"Adrian, MI",10300,6/27/2023,179,Unhealthy,PM2.5
"Ann Arbor, MI",11460,6/27/2023,194,Unhealthy,PM2.5
"Appleton, WI",11540,6/27/2023,175,Unhealthy,PM2.5
"Baraboo, WI",12660,6/27/2023,179,Unhealthy,PM2.5
"Bay City, MI",13020,6/27/2023,181,Unhealthy,PM2.5
"Beaver Dam, WI",13180,6/27/2023,192,Unhealthy,PM2.5
"Bloomington, IL",14010,6/27/2023,182,Unhealthy,PM2.5
"Bloomington, IN",14020,6/27/2023,155,Unhealthy,PM2.5
"Cadillac, MI",15620,6/27/2023,187,Unhealthy,PM2.5
"Cedar Rapids, IA",16300,6/27/2023,185,Unhealthy,PM2.5
"Champaign-Urbana, IL",16580,6/27/2023,172,Unhealthy,PM2.5
"Cincinnati, OH-KY-IN",17140,6/27/2023,160,Unhealthy,PM2.5
"Cleveland-Elyria, OH",17460,6/27/2023,153,Unhealthy,PM2.5
"Clinton, IA",17540,6/27/2023,182,Unhealthy,PM2.5
"Columbus, OH",18140,6/27/2023,159,Unhealthy,PM2.5
"Davenport-Moline-Rock Island, IA-IL",19340,6/27/2023,185,Unhealthy,PM2.5
"Dayton, OH",19380,6/27/2023,172,Unhealthy,PM2.5
"Decatur, IL",19500,6/27/2023,171,Unhealthy,PM2.5
"Des Moines-West Des Moines, IA",19780,6/27/2023,153,Unhealthy,PM2.5
"Detroit-Warren-Dearborn, MI",19820,6/27/2023,184,Unhealthy,PM2.5
"Eau Claire, WI",20740,6/27/2023,160,Unhealthy,PM2.5
"Elkhart-Goshen, IN",21140,6/27/2023,182,Unhealthy,PM2.5
"Flint, MI",22420,6/27/2023,171,Unhealthy,PM2.5
"Fort Wayne, IN",23060,6/27/2023,199,Unhealthy,PM2.5
"Green Bay, WI",24580,6/27/2023,170,Unhealthy,PM2.5
"Holland, MI",26090,6/27/2023,175,Unhealthy,PM2.5
"Iowa City, IA",26980,6/27/2023,187,Unhealthy,PM2.5
"Kalamazoo-Portage, MI",28020,6/27/2023,200,Unhealthy,PM2.5
"Kokomo, IN",29020,6/27/2023,183,Unhealthy,PM2.5
"La Crosse-Onalaska, WI-MN",29100,6/27/2023,164,Unhealthy,PM2.5
"Lafayette-West Lafayette, IN",29200,6/27/2023,183,Unhealthy,PM2.5
"Lansing-East Lansing, MI",29620,6/27/2023,182,Unhealthy,PM2.5
"Lima, OH",30620,6/27/2023,169,Unhealthy,PM2.5
"Madison, WI",31540,6/27/2023,191,Unhealthy,PM2.5
