CBSA,CBSA Code,Date,AQI,Category,Defining Parameter
"Utica-Rome, NY",46540,2023-06-09,8,Good,PM2.5
"Walla Walla, WA",47460,2023-06-09,30,Good,PM2.5
"Wenatchee, WA",48300,2023-06-09,28,Good,PM2.5
"Yakima, WA",49420,2023-06-09,33,Good,PM2.5
"Gettysburg, PA",23900,2023-06-08,216,Very Unhealthy,PM2.5
"Harrisburg-Carlisle, PA",25420,2023-06-08,230,Very Unhealthy,PM2.5
"Lancaster, PA",29540,2023-06-08,267,Very Unhealthy,PM2.5
"Lebanon, PA",30140,2023-06-08,207,Very Unhealthy,PM2.5
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,2023-06-08,207,Very Unhealthy,PM2.5
"Reading, PA",39740,2023-06-08,205,Very Unhealthy,PM2.5
"York-Hanover, PA",49620,2023-06-08,231,Very Unhealthy,PM2.5
"Ann Arbor, MI",11460,2023-06-08,143,Unhealthy for Sensitive Groups,PM2.5
"Bennington, VT",13540,2023-06-08,136,Unhealthy for Sensitive Groups,PM2.5
"Buffalo-Cheektowaga-Niagara Falls, NY",15380,2023-06-08,110,Unhealthy for Sensitive Groups,PM2.5
"Canton-Massillon, OH",15940,2023-06-08,127,Unhealthy for Sensitive Groups,PM2.5
"Cincinnati, OH-KY-IN",17140,2023-06-08,127,Unhealthy for Sensitive Groups,PM2.5
"Cleveland-Elyria, OH",17460,2023-06-08,122,Unhealthy for Sensitive Groups,PM2.5
"Columbus, OH",18140,2023-06-08,117,Unhealthy for Sensitive Groups,PM2.5
"Corning, NY",18500,2023-06-08,138,Unhealthy for Sensitive Groups,PM2.5
"Detroit-Warren-Dearborn, MI",19820,2023-06-08,144,Unhealthy for Sensitive Groups,PM2.5
"Grand Rapids-Wyoming, MI",24340,2023-06-08,114,Unhealthy for Sensitive Groups,PM2.5
"Harrisonburg, VA",25500,2023-06-08,107,Unhealthy for Sensitive Groups,PM2.5
"Huntington-Ashland, WV-KY-OH",26580,2023-06-08,104,Unhealthy for Sensitive Groups,PM2.5
"Indiana, PA",26860,2023-06-08,111,Unhealthy for Sensitive Groups,PM2.5
"Knoxville, TN",28940,2023-06-08,114,Unhealthy for Sensitive Groups,PM2.5
"Lansing-East Lansing, MI",29620,2023-06-08,136,Unhealthy for Sensitive Groups,PM2.5
"Louisville/Jefferson County, KY-IN",31140,2023-06-08,102,Unhealthy for Sensitive Groups,PM2.5
"Pittsburgh, PA",38300,2023-06-08,114,Unhealthy for Sensitive Groups,PM2.5
"Providence-Warwick, RI-MA",39300,2023-06-08,137,Unhealthy for Sensitive Groups,PM2.5
"Raleigh, NC",39580,2023-06-08,108,Unhealthy for Sensitive Groups,PM2.5
"Syracuse, NY",45060,2023-06-08,103,Unhealthy for Sensitive Groups,PM2.5
"Toledo, OH",45780,2023-06-08,114,Unhealthy for Sensitive Groups,PM2.5
"Youngstown-Warren-Boardman, OH-PA",49660,2023-06-08,107,Unhealthy for Sensitive Groups,PM2.5
"Adrian, MI",10300,2023-06-08,162,Unhealthy,PM2.5
"Albany-Schenectady-Troy, NY",10580,2023-06-08,162,Unhealthy,PM2.5
"Allentown-Bethlehem-Easton, PA-NJ",10900,2023-06-08,186,Unhealthy,PM2.5
"Altoona, PA",11020,2023-06-08,152,Unhealthy,PM2.5
"Atlantic City-Hammonton, NJ",12100,2023-06-08,195,Unhealthy,PM2.5
"Baltimore-Columbia-Towson, MD",12580,2023-06-08,187,Unhealthy,PM2.5
"Bridgeport-Stamford-Norwalk, CT",14860,2023-06-08,171,Unhealthy,PM2.5
"Cambridge, MD",15700,2023-06-08,162,Unhealthy,PM2.5
"Charlottesville, VA",16820,2023-06-08,162,Unhealthy,PM2.5
"Hagerstown-Martinsburg, MD-WV",25180,2023-06-08,156,Unhealthy,PM2.5
"Hartford-West Hartford-East Hartford, CT",25540,2023-06-08,160,Unhealthy,PM2.5
"New Haven-Milford, CT",35300,2023-06-08,166,Unhealthy,PM2.5
"New York-Newark-Jersey City, NY-NJ-PA",35620,2023-06-08,180,Unhealthy,PM2.5
"Norwich-New London, CT",35980,2023-06-08,162,Unhealthy,PM2.5
"Pittsfield, MA",38340,2023-06-08,160,Unhealthy,PM2.5
"Richmond, VA",40060,2023-06-08,152,Unhealthy,PM2.5
"Scranton--Wilkes-Barre--Hazleton, PA",42540,2023-06-08,168,Unhealthy,PM2.5
"Springfield, MA",44140,2023-06-08,153,Unhealthy,PM2.5
"State College, PA",44300,2023-06-08,161,Unhealthy,PM2.5
"Torrington, CT",45860,2023-06-08,160,Unhealthy,PM2.5
"Trenton, NJ",45940,2023-06-08,175,Unhealthy,PM2.5
"Vineland-Bridgeton, NJ",47220,2023-06-08,188,Unhealthy,PM2.5
"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,2023-06-08,198,Unhealthy,PM2.5
"Winchester, VA-WV",49020,2023-06-08,155,Unhealthy,PM2.5
"Akron, OH",10420,2023-06-08,85,Moderate,PM2.5
"Albany, GA",10500,2023-06-08,59,Moderate,PM2.5
"Alexandria, LA",10780,2023-06-08,56,Moderate,PM2.5
"Athens, OH",11900,2023-06-08,68,Moderate,PM2.5
"Athens, TN",11940,2023-06-08,68,Moderate,PM2.5
"Athens-Clarke County, GA",12020,2023-06-08,76,Moderate,PM2.5
"Augusta-Richmond County, GA-SC",12260,2023-06-08,73,Moderate,PM2.5
"Bay City, MI",13020,2023-06-08,75,Moderate,PM2.5
"Birmingham-Hoover, AL",13820,2023-06-08,89,Moderate,PM2.5
"Bloomington, IN",14020,2023-06-08,89,Moderate,PM2.5
"Boston-Cambridge-Newton, MA-NH",14460,2023-06-08,67,Moderate,PM2.5
"Brunswick, GA",15260,2023-06-08,58,Moderate,PM2.5
"Cadillac, MI",15620,2023-06-08,71,Moderate,PM2.5
"Cedar Rapids, IA",16300,2023-06-08,56,Moderate,PM2.5
"Charleston, WV",16620,2023-06-08,87,Moderate,PM2.5
"Chattanooga, TN-GA",16860,2023-06-08,81,Moderate,PM2.5
"Chicago-Naperville-Elgin, IL-IN-WI",16980,2023-06-08,90,Moderate,PM2.5
"Clarksburg, WV",17220,2023-06-08,70,Moderate,PM2.5
"Columbia, SC",17900,2023-06-08,73,Moderate,PM2.5
"Columbus, IN",18020,2023-06-08,80,Moderate,PM2.5
"Cookeville, TN",18260,2023-06-08,70,Moderate,PM2.5
"Davenport-Moline-Rock Island, IA-IL",19340,2023-06-08,55,Moderate,PM2.5
"Dayton, OH",19380,2023-06-08,93,Moderate,PM2.5
"Des Moines-West Des Moines, IA",19780,2023-06-08,56,Moderate,PM2.5
"Durham-Chapel Hill, NC",20500,2023-06-08,71,Moderate,PM2.5
"Dyersburg, TN",20540,2023-06-08,64,Moderate,PM2.5
"El Dorado, AR",20980,2023-06-08,68,Moderate,PM2.5
"Elizabethtown-Fort Knox, KY",21060,2023-06-08,94,Moderate,PM2.5
"Elkhart-Goshen, IN",21140,2023-06-08,62,Moderate,PM2.5
"Erie, PA",21500,2023-06-08,99,Moderate,PM2.5
"Fairmont, WV",21900,2023-06-08,71,Moderate,PM2.5
"Flint, MI",22420,2023-06-08,85,Moderate,PM2.5
"Florence, SC",22500,2023-06-08,83,Moderate,PM2.5
"Fort Madison-Keokuk, IA-IL-MO",22800,2023-06-08,54,Moderate,PM2.5
"Fort Wayne, IN",23060,2023-06-08,96,Moderate,PM2.5
"Gainesville, GA",23580,2023-06-08,77,Moderate,PM2.5
"Grand Island, NE",24260,2023-06-08,54,Moderate,PM2.5
"Greenfield Town, MA",24640,2023-06-08,97,Moderate,PM2.5
"Greensboro-High Point, NC",24660,2023-06-08,69,Moderate,PM2.5
"Greenville, NC",24780,2023-06-08,70,Moderate,PM2.5
"Greenville-Anderson-Mauldin, SC",24860,2023-06-08,72,Moderate,PM2.5
"Hattiesburg, MS",25620,2023-06-08,61,Moderate,PM2.5
"Hickory-Lenoir-Morganton, NC",25860,2023-06-08,56,Moderate,PM2.5
"Holland, MI",26090,2023-06-08,68,Moderate,PM2.5
"Huntsville, AL",26620,2023-06-08,76,Moderate,PM2.5
"Indianapolis-Carmel-Anderson, IN",26900,2023-06-08,93,Moderate,PM2.5
"Iowa City, IA",26980,2023-06-08,57,Moderate,PM2.5
"Jackson, TN",27180,2023-06-08,65,Moderate,PM2.5
"Jacksonville, FL",27260,2023-06-08,52,Moderate,PM2.5
"Jasper, IN",27540,2023-06-08,80,Moderate,PM2.5
"Johnstown, PA",27780,2023-06-08,96,Moderate,PM2.5
"Kalamazoo-Portage, MI",28020,2023-06-08,87,Moderate,PM2.5
"Kingsport-Bristol-Bristol, TN-VA",28700,2023-06-08,59,Moderate,PM2.5
"Lafayette-West Lafayette, IN",29200,2023-06-08,65,Moderate,PM2.5
"Lawrenceburg, TN",29980,2023-06-08,65,Moderate,PM2.5
"Lewiston, ID-WA",30300,2023-06-08,52,Moderate,PM2.5
"Lexington-Fayette, KY",30460,2023-06-08,96,Moderate,PM2.5
"Lima, OH",30620,2023-06-08,79,Moderate,PM2.5
"Lincoln, NE",30700,2023-06-08,59,Moderate,PM2.5
"Little Rock-North Little Rock-Conway, AR",30780,2023-06-08,80,Moderate,PM2.5
"Lynchburg, VA",31340,2023-06-08,74,Moderate,PM2.5
"Madison, WI",31540,2023-06-08,51,Moderate,PM2.5
"Marshall, MN",32140,2023-06-08,54,Moderate,PM2.5
"Michigan City-La Porte, IN",33140,2023-06-08,61,Moderate,PM2.5
"Middlesborough, KY",33180,2023-06-08,76,Moderate,PM2.5
"Morgantown, WV",34060,2023-06-08,72,Moderate,PM2.5
"Mount Vernon, IL",34500,2023-06-08,75,Moderate,PM2.5
"Muncie, IN",34620,2023-06-08,66,Moderate,PM2.5
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",34820,2023-06-08,69,Moderate,PM2.5
"New Castle, IN",35220,2023-06-08,88,Moderate,PM2.5
"Parkersburg-Vienna, WV",37620,2023-06-08,79,Moderate,PM2.5
"Ponca City, OK",38620,2023-06-08,51,Moderate,PM2.5
"Portland-Vancouver-Hillsboro, OR-WA",38900,2023-06-08,53,Moderate,PM2.5
"Portsmouth, OH",39020,2023-06-08,99,Moderate,PM2.5
"Roanoke Rapids, NC",40260,2023-06-08,80,Moderate,PM2.5
"Roanoke, VA",40220,2023-06-08,83,Moderate,PM2.5
"Rochester, MN",40340,2023-06-08,52,Moderate,PM2.5
"Rochester, NY",40380,2023-06-08,92,Moderate,PM2.5
"Rockford, IL",40420,2023-06-08,66,Moderate,PM2.5
"Rocky Mount, NC",40580,2023-06-08,68,Moderate,PM2.5
"Rome, GA",40660,2023-06-08,67,Moderate,PM2.5
"Savannah, GA",42340,2023-06-08,55,Moderate,PM2.5
"Sioux City, IA-NE-SD",43580,2023-06-08,52,Moderate,PM2.5
"Somerset, KY",43700,2023-06-08,67,Moderate,PM2.5
"South Bend-Mishawaka, IN-MI",43780,2023-06-08,74,Moderate,PM2.5
"Spartanburg, SC",43900,2023-06-08,73,Moderate,PM2.5
"Springfield, MO",44180,2023-06-08,64,Moderate,PM2.5
"Springfield, OH",44220,2023-06-08,91,Moderate,PM2.5
"St. Joseph, MO-KS",41140,2023-06-08,56,Moderate,PM2.5
"St. Louis, MO-IL",41180,2023-06-08,85,Moderate,PM2.5
"Topeka, KS",45820,2023-06-08,62,Moderate,PM2.5
"Tuscaloosa, AL",46220,2023-06-08,73,Moderate,PM2.5
"Utica-Rome, NY",46540,2023-06-08,74,Moderate,PM2.5
"Virginia Beach-Norfolk-Newport News, VA-NC",47260,2023-06-08,87,Moderate,PM2.5
"Warner Robins, GA",47580,2023-06-08,62,Moderate,PM2.5
"Weirton-Steubenville, WV-OH",48260,2023-06-08,93,Moderate,PM2.5
"Wheeling, WV-OH",48540,2023-06-08,88,Moderate,PM2.5
"Wilmington, NC",48900,2023-06-08,73,Moderate,PM2.5
"Winston-Salem, NC",49180,2023-06-08,76,Moderate,PM2.5
"Worcester, MA-CT",49340,2023-06-08,93,Moderate,PM2.5
"Aberdeen, SD",10100,2023-06-08,41,Good,PM2.5
"Aberdeen, WA",10140,2023-06-08,18,Good,PM2.5
"Albany, OR",10540,2023-06-08,20,Good,PM2.5
"Bakersfield, CA",12540,2023-06-08,47,Good,PM2.5
"Beatrice, NE",13100,2023-06-08,41,Good,PM2.5
"Bemidji, MN",13420,2023-06-08,39,Good,PM2.5
"Bend-Redmond, OR",13460,2023-06-08,25,Good,PM2.5
"Billings, MT",13740,2023-06-08,10,Good,PM2.5
"Bozeman, MT",14580,2023-06-08,20,Good,PM2.5
"Bremerton-Silverdale, WA",14740,2023-06-08,33,Good,PM2.5
"Burlington-South Burlington, VT",15540,2023-06-08,17,Good,PM2.5
"Centralia, WA",16500,2023-06-08,25,Good,PM2.5
"Clinton, IA",17540,2023-06-08,50,Good,PM2.5
"Coeur d'Alene, ID",17660,2023-06-08,25,Good,PM2.5
"College Station-Bryan, TX",17780,2023-06-08,34,Good,PM2.5
"Crescent City, CA",18860,2023-06-08,13,Good,PM2.5
"Douglas, GA",20060,2023-06-08,49,Good,PM2.5
"Eagle Pass, TX",20580,2023-06-08,29,Good,PM2.5
"Ellensburg, WA",21260,2023-06-08,45,Good,PM2.5
"Gardnerville Ranchos, NV",23820,2023-06-08,18,Good,PM2.5
"Grants Pass, OR",24420,2023-06-08,18,Good,PM2.5
"Great Falls, MT",24500,2023-06-08,33,Good,PM2.5
"Greeley, CO",24540,2023-06-08,13,Good,PM2.5
"Hailey, ID",25200,2023-06-08,13,Good,PM2.5
"Hammond, LA",25220,2023-06-08,41,Good,PM2.5
"Havre, MT",25660,2023-06-08,17,Good,PM2.5
"Hilo, HI",25900,2023-06-08,31,Good,PM2.5
"Homosassa Springs, FL",26140,2023-06-08,23,Good,PM2.5
"Juneau, AK",27940,2023-06-08,15,Good,PM2.5
"Kahului-Wailuku-Lahaina, HI",27980,2023-06-08,12,Good,PM2.5
"Keene, NH",28300,2023-06-08,31,Good,PM2.5
"Kennewick-Richland, WA",28420,2023-06-08,45,Good,PM2.5
"Kingsville, TX",28780,2023-06-08,14,Good,PM2.5
"Klamath Falls, OR",28900,2023-06-08,20,Good,PM2.5
"La Grande, OR",29260,2023-06-08,21,Good,PM2.5
"Longview, WA",31020,2023-06-08,14,Good,PM2.5
"Lubbock, TX",31180,2023-06-08,14,Good,PM2.5
"Manchester-Nashua, NH",31700,2023-06-08,23,Good,PM2.5
"McAllen-Edinburg-Mission, TX",32580,2023-06-08,27,Good,PM2.5
"Miami-Fort Lauderdale-West Palm Beach, FL",33100,2023-06-08,48,Good,PM2.5
"Milwaukee-Waukesha-West Allis, WI",33340,2023-06-08,43,Good,PM2.5
"Moscow, ID",34140,2023-06-08,18,Good,PM2.5
"Moses Lake, WA",34180,2023-06-08,30,Good,PM2.5
"Mount Vernon-Anacortes, WA",34580,2023-06-08,37,Good,PM2.5
"Muscatine, IA",34700,2023-06-08,49,Good,PM2.5
"Naples-Immokalee-Marco Island, FL",34940,2023-06-08,36,Good,PM2.5
"Odessa, TX",36220,2023-06-08,14,Good,PM2.5
"Othello, WA",36830,2023-06-08,23,Good,PM2.5
"Pierre, SD",38180,2023-06-08,28,Good,PM2.5
"Platteville, WI",38420,2023-06-08,45,Good,PM2.5
"Port St. Lucie, FL",38940,2023-06-08,41,Good,PM2.5
"Prineville, OR",39260,2023-06-08,34,Good,PM2.5
"Pullman, WA",39420,2023-06-08,26,Good,PM2.5
"Sandpoint, ID",41760,2023-06-08,33,Good,PM2.5
"Scottsbluff, NE",42420,2023-06-08,12,Good,PM2.5
"Shelton, WA",43220,2023-06-08,22,Good,PM2.5
"Taos, NM",45340,2023-06-08,7,Good,PM2.5
"The Dalles, OR",45520,2023-06-08,28,Good,PM2.5
"Twin Falls, ID",46300,2023-06-08,20,Good,PM2.5
"Valdosta, GA",46660,2023-06-08,47,Good,PM2.5
"Wenatchee, WA",48300,2023-06-08,41,Good,PM2.5
"Yakima, WA",49420,2023-06-08,48,Good,PM2.5
"Bridgeport-Stamford-Norwalk, CT",14860,2023-06-07,217,Very Unhealthy,PM2.5
"Corning, NY",18500,2023-06-07,231,Very Unhealthy,PM2.5
"Harrisburg-Carlisle, PA",25420,2023-06-07,207,Very Unhealthy,PM2.5
"Lancaster, PA",29540,2023-06-07,285,Very Unhealthy,PM2.5
"Lebanon, PA",30140,2023-06-07,240,Very Unhealthy,PM2.5
"New York-Newark-Jersey City, NY-NJ-PA",35620,2023-06-07,254,Very Unhealthy,PM2.5
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,2023-06-07,290,Very Unhealthy,PM2.5
"Reading, PA",39740,2023-06-07,263,Very Unhealthy,PM2.5
"Scranton--Wilkes-Barre--Hazleton, PA",42540,2023-06-07,268,Very Unhealthy,PM2.5
"Syracuse, NY",45060,2023-06-07,233,Very Unhealthy,PM2.5
"Trenton, NJ",45940,2023-06-07,220,Very Unhealthy,PM2.5
"Bay City, MI",13020,2023-06-07,114,Unhealthy for Sensitive Groups,PM2.5
"Canton-Massillon, OH",15940,2023-06-07,123,Unhealthy for Sensitive Groups,PM2.5
"Cleveland-Elyria, OH",17460,2023-06-07,148,Unhealthy for Sensitive Groups,PM2.5
"Columbus, OH",18140,2023-06-07,140,Unhealthy for Sensitive Groups,PM2.5
"Dayton, OH",19380,2023-06-07,148,Unhealthy for Sensitive Groups,PM2.5
"Flint, MI",22420,2023-06-07,117,Unhealthy for Sensitive Groups,PM2.5
"Fort Wayne, IN",23060,2023-06-07,109,Unhealthy for Sensitive Groups,PM2.5
"Grand Rapids-Wyoming, MI",24340,2023-06-07,115,Unhealthy for Sensitive Groups,PM2.5
"Greenfield Town, MA",24640,2023-06-07,117,Unhealthy for Sensitive Groups,PM2.5
"Hagerstown-Martinsburg, MD-WV",25180,2023-06-07,118,Unhealthy for Sensitive Groups,PM2.5
"Huntington-Ashland, WV-KY-OH",26580,2023-06-07,112,Unhealthy for Sensitive Groups,PM2.5
"Indiana, PA",26860,2023-06-07,127,Unhealthy for Sensitive Groups,PM2.5
"Indianapolis-Carmel-Anderson, IN",26900,2023-06-07,125,Unhealthy for Sensitive Groups,PM2.5
"Lansing-East Lansing, MI",29620,2023-06-07,142,Unhealthy for Sensitive Groups,PM2.5
"Lima, OH",30620,2023-06-07,104,Unhealthy for Sensitive Groups,PM2.5
"New Castle, IN",35220,2023-06-07,128,Unhealthy for Sensitive Groups,PM2.5
"Pittsburgh, PA",38300,2023-06-07,105,Unhealthy for Sensitive Groups,PM2.5
"Portsmouth, OH",39020,2023-06-07,117,Unhealthy for Sensitive Groups,PM2.5
"Providence-Warwick, RI-MA",39300,2023-06-07,105,Unhealthy for Sensitive Groups,PM2.5
"Springfield, OH",44220,2023-06-07,120,Unhealthy for Sensitive Groups,PM2.5
"Toledo, OH",45780,2023-06-07,107,Unhealthy for Sensitive Groups,PM2.5
"Winchester, VA-WV",49020,2023-06-07,128,Unhealthy for Sensitive Groups,PM2.5
"Youngstown-Warren-Boardman, OH-PA",49660,2023-06-07,115,Unhealthy for Sensitive Groups,PM2.5
"Adrian, MI",10300,2023-06-07,153,Unhealthy,PM2.5
"Albany-Schenectady-Troy, NY",10580,2023-06-07,177,Unhealthy,PM2.5
"Altoona, PA",11020,2023-06-07,161,Unhealthy,PM2.5
"Ann Arbor, MI",11460,2023-06-07,152,Unhealthy,PM2.5
"Atlantic City-Hammonton, NJ",12100,2023-06-07,187,Unhealthy,PM2.5
"Baltimore-Columbia-Towson, MD",12580,2023-06-07,165,Unhealthy,PM2.5
"Bennington, VT",13540,2023-06-07,156,Unhealthy,PM2.5
"Buffalo-Cheektowaga-Niagara Falls, NY",15380,2023-06-07,169,Unhealthy,PM2.5
"Cambridge, MD",15700,2023-06-07,171,Unhealthy,PM2.5
"Cincinnati, OH-KY-IN",17140,2023-06-07,152,Unhealthy,PM2.5
"Detroit-Warren-Dearborn, MI",19820,2023-06-07,157,Unhealthy,PM2.5
"Gettysburg, PA",23900,2023-06-07,175,Unhealthy,PM2.5
"Hartford-West Hartford-East Hartford, CT",25540,2023-06-07,162,Unhealthy,PM2.5
"New Haven-Milford, CT",35300,2023-06-07,191,Unhealthy,PM2.5
"Norwich-New London, CT",35980,2023-06-07,158,Unhealthy,PM2.5
"Pittsfield, MA",38340,2023-06-07,165,Unhealthy,PM2.5
"Richmond, VA",40060,2023-06-07,152,Unhealthy,PM2.5
"Rochester, NY",40380,2023-06-07,167,Unhealthy,PM2.5
"Springfield, MA",44140,2023-06-07,152,Unhealthy,PM2.5
"State College, PA",44300,2023-06-07,187,Unhealthy,PM2.5
"Torrington, CT",45860,2023-06-07,174,Unhealthy,PM2.5
"Utica-Rome, NY",46540,2023-06-07,180,Unhealthy,PM2.5
"Vineland-Bridgeton, NJ",47220,2023-06-07,177,Unhealthy,PM2.5
"Virginia Beach-Norfolk-Newport News, VA-NC",47260,2023-06-07,168,Unhealthy,PM2.5
"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,2023-06-07,176,Unhealthy,PM2.5
"York-Hanover, PA",49620,2023-06-07,186,Unhealthy,PM2.5
"Athens, TN",11940,2023-06-07,77,Moderate,PM2.5
"Bloomington, IN",14020,2023-06-07,96,Moderate,PM2.5
"Boston-Cambridge-Newton, MA-NH",14460,2023-06-07,74,Moderate,PM2.5
"Bowling Green, KY",14540,2023-06-07,90,Moderate,PM2.5
"Brunswick, GA",15260,2023-06-07,54,Moderate,PM2.5
"Burlington-South Burlington, VT",15540,2023-06-07,68,Moderate,PM2.5
"Cadillac, MI",15620,2023-06-07,68,Moderate,PM2.5
"Cedar Rapids, IA",16300,2023-06-07,59,Moderate,PM2.5
"Champaign-Urbana, IL",16580,2023-06-07,73,Moderate,PM2.5
"Charleston, WV",16620,2023-06-07,80,Moderate,PM2.5
"Charlottesville, VA",16820,2023-06-07,80,Moderate,PM2.5
"Clarksville, TN-KY",17300,2023-06-07,81,Moderate,PM2.5
"Columbus, GA-AL",17980,2023-06-07,51,Moderate,PM2.5
"Columbus, IN",18020,2023-06-07,80,Moderate,PM2.5
"Cookeville, TN",18260,2023-06-07,76,Moderate,PM2.5
"Des Moines-West Des Moines, IA",19780,2023-06-07,70,Moderate,PM2.5
"Durham-Chapel Hill, NC",20500,2023-06-07,75,Moderate,PM2.5
"Dyersburg, TN",20540,2023-06-07,66,Moderate,PM2.5
"Elizabethtown-Fort Knox, KY",21060,2023-06-07,79,Moderate,PM2.5
"Elkhart-Goshen, IN",21140,2023-06-07,71,Moderate,PM2.5
"Erie, PA",21500,2023-06-07,100,Moderate,PM2.5
"Evansville, IN-KY",21780,2023-06-07,92,Moderate,PM2.5
"Fargo, ND-MN",22020,2023-06-07,67,Moderate,PM2.5
"Fayetteville, NC",22180,2023-06-07,91,Moderate,PM2.5
"Fort Smith, AR-OK",22900,2023-06-07,65,Moderate,PM2.5
"Gainesville, FL",23540,2023-06-07,53,Moderate,PM2.5
"Gainesville, GA",23580,2023-06-07,84,Moderate,PM2.5
"Greensboro-High Point, NC",24660,2023-06-07,76,Moderate,PM2.5
"Greenville, NC",24780,2023-06-07,88,Moderate,PM2.5
"Hickory-Lenoir-Morganton, NC",25860,2023-06-07,70,Moderate,PM2.5
"Holland, MI",26090,2023-06-07,58,Moderate,PM2.5
"Iowa City, IA",26980,2023-06-07,58,Moderate,PM2.5
"Jackson, TN",27180,2023-06-07,67,Moderate,PM2.5
"Johnstown, PA",27780,2023-06-07,94,Moderate,PM2.5
"Kalamazoo-Portage, MI",28020,2023-06-07,86,Moderate,PM2.5
"Keene, NH",28300,2023-06-07,68,Moderate,PM2.5
"Kingsport-Bristol-Bristol, TN-VA",28700,2023-06-07,65,Moderate,PM2.5
"Knoxville, TN",28940,2023-06-07,95,Moderate,PM2.5
"Lafayette-West Lafayette, IN",29200,2023-06-07,74,Moderate,PM2.5
"Lake Charles, LA",29340,2023-06-07,63,Moderate,PM2.5
"Lake City, FL",29380,2023-06-07,54,Moderate,PM2.5
"Lawrenceburg, TN",29980,2023-06-07,66,Moderate,PM2.5
"Lexington-Fayette, KY",30460,2023-06-07,84,Moderate,PM2.5
"Little Rock-North Little Rock-Conway, AR",30780,2023-06-07,92,Moderate,PM2.5
"Louisville/Jefferson County, KY-IN",31140,2023-06-07,92,Moderate,PM2.5
"Macon, GA",31420,2023-06-07,61,Moderate,PM2.5
"Manchester-Nashua, NH",31700,2023-06-07,60,Moderate,PM2.5
"Middlesborough, KY",33180,2023-06-07,82,Moderate,PM2.5
"Milwaukee-Waukesha-West Allis, WI",33340,2023-06-07,52,Moderate,PM2.5
"Minneapolis-St. Paul-Bloomington, MN-WI",33460,2023-06-07,68,Moderate,PM2.5
"Mount Vernon, IL",34500,2023-06-07,84,Moderate,PM2.5
"Muscatine, IA",34700,2023-06-07,53,Moderate,PM2.5
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2023-06-07,95,Moderate,PM2.5
"Owensboro, KY",36980,2023-06-07,84,Moderate,PM2.5
"Paducah, KY-IL",37140,2023-06-07,76,Moderate,PM2.5
"Platteville, WI",38420,2023-06-07,54,Moderate,PM2.5
"Ponca City, OK",38620,2023-06-07,51,Moderate,PM2.5
"Raleigh, NC",39580,2023-06-07,95,Moderate,PM2.5
"Roanoke Rapids, NC",40260,2023-06-07,76,Moderate,PM2.5
"Roanoke, VA",40220,2023-06-07,88,Moderate,PM2.5
"Rochester, MN",40340,2023-06-07,63,Moderate,PM2.5
"Rockford, IL",40420,2023-06-07,52,Moderate,PM2.5
"Rocky Mount, NC",40580,2023-06-07,78,Moderate,PM2.5
"Rome, GA",40660,2023-06-07,67,Moderate,PM2.5
"Rutland, VT",40860,2023-06-07,68,Moderate,PM2.5
"San Juan-Carolina-Caguas, PR",41980,2023-06-07,61,Moderate,PM2.5
"Savannah, GA",42340,2023-06-07,58,Moderate,PM2.5
"Somerset, KY",43700,2023-06-07,72,Moderate,PM2.5
"South Bend-Mishawaka, IN-MI",43780,2023-06-07,87,Moderate,PM2.5
"St. Cloud, MN",41060,2023-06-07,53,Moderate,PM2.5
"St. Louis, MO-IL",41180,2023-06-07,93,Moderate,PM2.5
"Tallahassee, FL",45220,2023-06-07,66,Moderate,PM2.5
"Terre Haute, IN",45460,2023-06-07,83,Moderate,PM2.5
"Tuscaloosa, AL",46220,2023-06-07,59,Moderate,PM2.5
"Valdosta, GA",46660,2023-06-07,54,Moderate,PM2.5
"Warner Robins, GA",47580,2023-06-07,52,Moderate,PM2.5
"Waterloo-Cedar Falls, IA",47940,2023-06-07,63,Moderate,PM2.5
"Weirton-Steubenville, WV-OH",48260,2023-06-07,88,Moderate,PM2.5
"Wheeling, WV-OH",48540,2023-06-07,95,Moderate,PM2.5
"Wilmington, NC",48900,2023-06-07,79,Moderate,PM2.5
"Winston-Salem, NC",49180,2023-06-07,91,Moderate,PM2.5
"Worcester, MA-CT",49340,2023-06-07,90,Moderate,PM2.5
"Allentown-Bethlehem-Easton, PA-NJ",10900,2023-06-07,309,Hazardous,PM2.5
"Aberdeen, SD",10100,2023-06-07,43,Good,PM2.5
"Aberdeen, WA",10140,2023-06-07,29,Good,PM2.5
"Albany, GA",10500,2023-06-07,37,Good,PM2.5
"Albany, OR",10540,2023-06-07,30,Good,PM2.5
"Appleton, WI",11540,2023-06-07,42,Good,PM2.5
"Bakersfield, CA",12540,2023-06-07,23,Good,PM2.5
"Baraboo, WI",12660,2023-06-07,42,Good,PM2.5
"Beatrice, NE",13100,2023-06-07,34,Good,PM2.5
"Bemidji, MN",13420,2023-06-07,40,Good,PM2.5
"Bend-Redmond, OR",13460,2023-06-07,21,Good,PM2.5
"Billings, MT",13740,2023-06-07,18,Good,PM2.5
"Bozeman, MT",14580,2023-06-07,16,Good,PM2.5
